investor_id,age_group,city_tier,risk_appetite,investment_cr,tenure_years,channel,gender
436,26-35,Tier 3,Conservative,0.2479,5.3,Bank,M
437,36-45,Tier 1,Moderate,0.7591,4.9,Direct,F
438,46-55,Tier 1,Conservative,0.0565,1.7,Distributor,F
439,36-45,Tier 2,Moderate,0.3639,23.0,Online,M
440,36-45,Tier 3,Conservative,0.5261,3.6,Online,M
441,36-45,Tier 2,Moderate,0.0642,1.8,Distributor,F
442,36-45,Tier 1,Conservative,0.4823,9.2,Distributor,M
443,36-45,Tier 2,Moderate,0.655,3.1,Online,F
444,46-55,Tier 2,Aggressive,0.9026,4.4,Online,M
445,55+,Tier 2,Aggressive,1.1685,0.6,Bank,F
446,26-35,Tier 1,Moderate,0.1474,1.5,Distributor,F
447,46-55,Tier 1,Conservative,0.6596,0.8,Distributor,M
448,36-45,Tier 1,Aggressive,0.5171,0.1,Online,None
449,18-25,Tier 1,Moderate,0.0495,1.2,Distributor,F
450,26-35,Tier 1,Moderate,0.9515,1.9,Bank,M
451,55+,Tier 1,Conservative,0.9116,3.8,Direct,F
452,46-55,Tier 1,Aggressive,1.8288,1.8,Online,M
453,46-55,Tier 1,Conservative,0.078,2.7,Bank,M
454,18-25,Tier 2,Conservative,1.2004,1.8,Bank,F
455,55+,Tier 2,Moderate,0.5655,3.6,Direct,F
456,36-45,Tier 1,Aggressive,0.3894,6.1,Online,M
457,46-55,Tier 1,Conservative,0.3949,0.7,Direct,M
458,18-25,Tier 2,Moderate,0.1009,9.1,Online,M
459,55+,Tier 1,Moderate,0.7515,0.1,Online,M
460,55+,Tier 2,Conservative,1.0264,0.3,Direct,None
461,26-35,Tier 1,Conservative,0.3376,2.8,Distributor,M
462,55+,Tier 3,Moderate,0.1158,4.3,Bank,M
463,36-45,Tier 3,Moderate,0.9659,0.9,Direct,M
464,46-55,Tier 1,Aggressive,0.1947,1.9,Bank,F
465,55+,Tier 1,Conservative,0.1192,3.8,Online,M
466,26-35,Tier 3,Conservative,0.6826,1.3,Bank,F
467,46-55,Tier 2,Moderate,0.7304,0.8,Distributor,F
468,36-45,Tier 3,Conservative,0.1669,5.0,Bank,F
469,55+,Tier 2,Aggressive,0.0402,1.3,Online,M
470,46-55,Tier 2,Conservative,0.3817,5.0,Bank,F
471,55+,Tier 1,Moderate,1.3785,6.8,Online,F
472,18-25,Tier 2,Aggressive,0.8742,1.9,Online,M
473,46-55,Tier 1,Moderate,0.0095,2.1,Bank,F
474,36-45,Tier 2,Moderate,0.0392,1.3,Direct,M
475,18-25,Tier 3,Moderate,0.1188,2.3,Online,F
476,55+,Tier 1,Conservative,0.0322,0.2,Bank,M
477,36-45,Tier 2,Moderate,0.8399,9.1,Bank,M
478,55+,Tier 1,Moderate,0.8234,6.7,Direct,F
479,46-55,Tier 3,Conservative,0.5558,0.9,Distributor,F
480,46-55,Tier 3,Moderate,0.541,10.0,Bank,F
481,46-55,Tier 1,Aggressive,0.3601,10.9,Direct,F
482,36-45,Tier 1,Moderate,0.6622,1.3,Bank,M
483,26-35,Tier 3,Moderate,0.2012,2.5,Bank,F
484,55+,Tier 1,Aggressive,0.3334,1.3,Direct,M
485,26-35,Tier 2,Aggressive,0.6986,6.4,Distributor,M
486,46-55,Tier 2,Aggressive,0.2547,0.0,Direct,M
487,26-35,Tier 1,Moderate,1.0316,0.6,Bank,F
488,36-45,Tier 2,Moderate,0.31,5.4,Online,F
489,18-25,Tier 1,Conservative,1.381,7.6,Direct,F
490,55+,Tier 1,Moderate,0.1677,3.3,Online,M
491,18-25,Tier 1,Aggressive,0.1615,1.0,Direct,M
492,46-55,Tier 1,Aggressive,0.2371,6.8,Bank,F
493,36-45,Tier 1,Aggressive,0.4219,0.3,Direct,M
494,46-55,Tier 2,Moderate,0.132,3.7,Bank,F
495,18-25,Tier 3,Conservative,0.2376,0.6,Online,M
496,36-45,Tier 1,Aggressive,0.2582,1.3,Bank,F
497,46-55,Tier 1,Conservative,0.2427,1.7,Distributor,M
498,26-35,Tier 1,Moderate,0.3658,9.7,Direct,None
499,36-45,Tier 2,Conservative,0.0449,0.0,Online,F
500,55+,Tier 3,Aggressive,0.3848,1.7,Direct,M
501,55+,Tier 1,Aggressive,0.0528,0.5,Distributor,M
502,36-45,Tier 1,Conservative,2.7982,4.6,Distributor,M
503,46-55,Tier 1,Moderate,0.0057,5.9,Distributor,M
504,36-45,Tier 2,Conservative,0.0875,1.4,Bank,M
505,18-25,Tier 1,Conservative,0.2956,3.5,Online,F
506,26-35,Tier 1,Moderate,0.0746,0.9,Bank,F
507,36-45,Tier 1,Conservative,0.6728,0.3,Bank,M
508,36-45,Tier 1,Conservative,1.0865,7.7,Bank,M
509,26-35,Tier 1,Moderate,0.3637,2.7,Online,M
510,26-35,Tier 1,Aggressive,0.0906,6.6,Direct,F
511,26-35,Tier 1,Moderate,0.2008,0.2,Distributor,F
512,26-35,Tier 1,Conservative,0.1335,5.8,Distributor,M
513,55+,Tier 1,Aggressive,0.3204,1.7,Online,M
514,26-35,Tier 1,Moderate,0.2536,2.3,Online,F
515,36-45,Tier 1,Moderate,0.7813,0.6,Direct,F
516,55+,Tier 1,Aggressive,0.2996,5.3,Online,F
517,26-35,Tier 1,Moderate,0.0701,0.3,Distributor,F
518,36-45,Tier 2,Moderate,0.0032,3.9,Online,F
519,26-35,Tier 1,Conservative,0.0607,9.7,Bank,M
520,55+,Tier 2,Moderate,1.9042,1.7,Direct,M
521,46-55,Tier 1,Conservative,0.9223,2.0,Distributor,F
522,36-45,Tier 1,Moderate,0.2921,1.8,Distributor,F
523,18-25,Tier 1,Moderate,0.2911,1.1,Online,M
524,36-45,Tier 2,Conservative,0.164,11.6,Direct,M
525,36-45,Tier 1,Conservative,0.3084,1.5,Online,M
526,55+,Tier 1,Moderate,0.5006,3.5,Online,F
527,18-25,Tier 3,Moderate,0.092,1.2,Bank,M
528,18-25,Tier 1,Aggressive,0.8654,3.9,Direct,M
529,55+,Tier 1,Moderate,0.0378,0.8,Online,F
530,46-55,Tier 2,Moderate,1.0408,4.8,Bank,None
531,46-55,Tier 1,Aggressive,0.2861,11.1,Online,M
532,18-25,Tier 2,Moderate,0.501,1.0,Online,M
533,26-35,Tier 1,Moderate,0.2963,0.3,Distributor,M
534,26-35,Tier 1,Conservative,0.39,0.4,Online,M
535,26-35,Tier 1,Conservative,0.2895,2.7,Distributor,F
536,36-45,Tier 2,Moderate,0.4279,16.8,Distributor,M
537,36-45,Tier 2,Aggressive,0.9373,5.5,Direct,M
538,55+,Tier 3,Moderate,0.0823,2.9,Direct,F
539,36-45,Tier 1,Conservative,0.4537,1.3,Direct,F
540,26-35,Tier 1,Aggressive,0.1286,2.8,Online,M
541,46-55,Tier 2,Aggressive,0.1103,1.5,Online,F
542,46-55,Tier 2,Conservative,0.0899,1.6,Online,M
543,55+,Tier 1,Aggressive,1.5675,1.4,Direct,M
544,36-45,Tier 3,Moderate,0.2262,1.6,Direct,M
545,46-55,Tier 2,Aggressive,1.0303,1.0,Direct,M
546,18-25,Tier 2,Conservative,0.2298,8.7,Bank,M
547,26-35,Tier 3,Moderate,0.0567,7.8,Bank,M
548,46-55,Tier 1,Moderate,0.7788,0.5,Online,F
549,46-55,Tier 1,Conservative,0.2167,2.0,Online,M
550,36-45,Tier 2,Conservative,0.0035,1.5,Direct,M
551,46-55,Tier 1,Aggressive,0.2723,0.4,Bank,M
552,46-55,Tier 3,Moderate,0.269,6.0,Online,F
553,18-25,Tier 2,Conservative,0.5276,0.3,Direct,M
554,18-25,Tier 2,Aggressive,0.8148,1.3,Bank,None
555,18-25,Tier 3,Moderate,0.8572,0.2,Online,M
556,46-55,Tier 1,Conservative,0.0475,1.2,Direct,M
557,55+,Tier 3,Conservative,0.6849,0.1,Direct,M
558,36-45,Tier 1,Aggressive,0.3843,0.1,Bank,F
559,18-25,Tier 3,Conservative,1.0533,0.2,Distributor,F
560,26-35,Tier 1,Aggressive,0.4744,4.7,Distributor,F
561,18-25,Tier 2,Conservative,0.0022,3.7,Bank,F
562,46-55,Tier 1,Aggressive,0.8208,0.4,Distributor,M
563,36-45,Tier 1,Aggressive,0.6622,0.8,Distributor,F
564,36-45,Tier 2,Moderate,0.0723,2.3,Online,M
565,55+,Tier 1,Moderate,0.09,3.5,Bank,M
566,55+,Tier 1,Moderate,0.335,0.1,Bank,F
567,18-25,Tier 1,Conservative,0.1033,0.1,Distributor,F
568,46-55,Tier 2,Moderate,0.0178,0.0,Distributor,M
569,36-45,Tier 2,Conservative,0.1118,2.9,Direct,M
570,18-25,Tier 3,Conservative,1.2711,0.7,Distributor,M
571,18-25,Tier 1,Conservative,1.4615,3.5,Online,M
572,46-55,Tier 1,Moderate,0.2365,7.8,Online,M
573,36-45,Tier 1,Moderate,1.3579,1.1,Distributor,F
574,26-35,Tier 1,Conservative,0.6471,0.3,Distributor,M
575,18-25,Tier 1,Conservative,0.4047,5.9,Distributor,M
576,55+,Tier 1,Moderate,0.2564,1.0,Distributor,M
577,55+,Tier 1,Moderate,1.2975,2.8,Distributor,M
578,18-25,Tier 1,Aggressive,0.1267,0.9,Distributor,F
579,26-35,Tier 1,Conservative,0.16,5.1,Direct,M
580,26-35,Tier 1,Conservative,0.5079,3.8,Direct,F
581,55+,Tier 1,Moderate,0.1393,0.3,Bank,M
582,18-25,Tier 1,Conservative,0.93,3.0,Bank,M
583,36-45,Tier 1,Conservative,1.2503,0.6,Online,F
584,46-55,Tier 3,Moderate,0.0703,4.4,Distributor,None
585,36-45,Tier 2,Aggressive,0.0217,4.5,Online,M
586,26-35,Tier 2,Aggressive,0.3282,1.5,Distributor,M
587,26-35,Tier 3,Aggressive,3.5395,2.3,Bank,M
588,26-35,Tier 1,Conservative,0.935,2.2,Direct,F
589,36-45,Tier 1,Conservative,0.3945,6.1,Bank,M
590,55+,Tier 1,Moderate,1.2058,2.7,Distributor,M
591,46-55,Tier 1,Conservative,1.096,2.5,Bank,F
592,36-45,Tier 2,Moderate,0.0772,1.1,Bank,F
593,18-25,Tier 2,Conservative,0.3925,4.0,Direct,F
594,26-35,Tier 3,Aggressive,0.3531,4.1,Bank,M
595,18-25,Tier 2,Moderate,0.2807,1.9,Online,M
596,55+,Tier 1,Aggressive,0.0744,0.1,Distributor,None
597,46-55,Tier 2,Moderate,0.1621,2.3,Bank,M
598,26-35,Tier 2,Aggressive,0.7808,4.1,Bank,F
599,55+,Tier 1,Aggressive,0.2429,1.0,Bank,M
600,36-45,Tier 1,Conservative,0.0436,0.5,Distributor,M
601,55+,Tier 1,Conservative,0.2831,1.0,Direct,M
602,55+,Tier 1,Aggressive,0.2666,0.8,Distributor,F
603,46-55,Tier 1,Moderate,0.208,1.2,Direct,F
604,18-25,Tier 1,Moderate,1.2276,5.9,Online,M
605,36-45,Tier 3,Moderate,0.2281,2.5,Online,M
606,18-25,Tier 1,Aggressive,0.1591,4.4,Online,M
607,36-45,Tier 1,Aggressive,1.4092,0.7,Direct,M
608,46-55,Tier 1,Aggressive,2.5439,0.2,Direct,M
609,46-55,Tier 1,Moderate,0.1681,1.7,Distributor,F
610,36-45,Tier 2,Moderate,1.286,1.0,Distributor,M
611,46-55,Tier 2,Conservative,2.9566,4.8,Bank,M
612,46-55,Tier 2,Aggressive,0.5081,17.7,Online,F
613,46-55,Tier 2,Conservative,0.944,4.6,Online,M
614,46-55,Tier 3,Conservative,0.7107,6.9,Bank,F
615,36-45,Tier 1,Conservative,0.0439,7.0,Distributor,M
616,55+,Tier 1,Aggressive,1.1938,0.7,Distributor,M
617,55+,Tier 1,Aggressive,0.1194,1.1,Distributor,M
618,55+,Tier 1,Moderate,0.3246,3.4,Online,F
619,46-55,Tier 3,Aggressive,0.4567,6.7,Online,M
620,46-55,Tier 1,Moderate,0.2475,0.5,Direct,F
621,26-35,Tier 2,Aggressive,0.4702,1.5,Distributor,M
622,36-45,Tier 1,Aggressive,0.6089,8.0,Bank,F
623,18-25,Tier 1,Moderate,0.5608,1.1,Distributor,M
624,18-25,Tier 2,Conservative,0.5497,1.5,Bank,F
625,55+,Tier 1,Moderate,0.341,1.6,Distributor,F
626,26-35,Tier 1,Conservative,0.0525,1.0,Online,None
627,18-25,Tier 1,Conservative,0.0958,1.6,Bank,M
628,18-25,Tier 3,Conservative,0.2774,0.7,Distributor,M
629,36-45,Tier 1,Conservative,0.5041,0.8,Bank,F
630,36-45,Tier 1,Conservative,0.5844,4.8,Direct,M
631,36-45,Tier 3,Moderate,1.5984,1.7,Online,M
632,55+,Tier 3,Conservative,0.4152,1.9,Direct,M
633,55+,Tier 1,Aggressive,0.4735,0.2,Distributor,M
634,55+,Tier 1,Aggressive,1.6811,0.1,Direct,M
635,55+,Tier 1,Aggressive,0.2298,0.8,Online,F
636,36-45,Tier 1,Aggressive,0.0139,4.0,Direct,M
637,55+,Tier 3,Conservative,0.0928,5.8,Distributor,M
638,55+,Tier 1,Aggressive,0.2119,6.7,Distributor,M
639,46-55,Tier 1,Aggressive,0.7018,0.3,Distributor,M
640,18-25,Tier 1,Conservative,0.2623,1.9,Online,M
641,55+,Tier 3,Aggressive,0.7617,1.3,Online,M
642,18-25,Tier 1,Conservative,0.3945,4.6,Bank,F
643,18-25,Tier 1,Conservative,0.9269,8.8,Online,M
644,46-55,Tier 1,Moderate,1.1836,3.3,Distributor,M
645,26-35,Tier 2,Moderate,1.1629,1.7,Distributor,M
646,26-35,Tier 1,Conservative,0.356,0.2,Bank,F
647,26-35,Tier 1,Aggressive,0.3609,4.9,Direct,F
648,18-25,Tier 1,Conservative,0.0043,2.8,Bank,M
649,26-35,Tier 1,Conservative,0.3636,0.3,Online,F
650,46-55,Tier 2,Aggressive,0.0476,0.2,Online,M
651,26-35,Tier 1,Aggressive,0.7062,3.2,Online,M
652,46-55,Tier 3,Moderate,0.3561,0.6,Distributor,M
653,36-45,Tier 1,Conservative,0.5547,0.2,Direct,M
654,18-25,Tier 1,Aggressive,0.2371,3.3,Direct,F
655,36-45,Tier 3,Moderate,1.714,3.2,Distributor,M
656,36-45,Tier 1,Moderate,0.3167,0.5,Online,F
657,36-45,Tier 3,Moderate,0.3418,3.8,Direct,F
658,46-55,Tier 3,Moderate,1.1527,4.1,Distributor,F
659,18-25,Tier 2,Aggressive,2.8942,2.9,Direct,F
660,36-45,Tier 1,Moderate,0.1855,3.2,Direct,F
661,26-35,Tier 1,Aggressive,0.0009,0.3,Direct,M
662,46-55,Tier 2,Conservative,1.6387,0.0,Direct,F
663,18-25,Tier 1,Moderate,0.623,1.0,Online,F
664,36-45,Tier 2,Conservative,0.0367,0.5,Distributor,F
665,46-55,Tier 1,Aggressive,0.0998,2.8,Direct,F
666,26-35,Tier 1,Aggressive,0.6922,4.0,Direct,M
667,55+,Tier 3,Conservative,0.7631,2.4,Distributor,M
668,55+,Tier 1,Aggressive,1.2085,5.6,Distributor,F
669,18-25,Tier 2,Moderate,0.0775,0.2,Distributor,F
670,46-55,Tier 2,Conservative,0.2802,1.9,Direct,M
671,26-35,Tier 2,Conservative,0.5711,4.1,Bank,M
672,26-35,Tier 1,Moderate,0.1657,3.1,Bank,M
673,46-55,Tier 3,Conservative,0.078,0.5,Bank,M
674,46-55,Tier 1,Aggressive,1.0601,0.9,Bank,F
675,36-45,Tier 3,Moderate,1.1573,0.3,Bank,M
676,46-55,Tier 3,Aggressive,0.2909,0.8,Distributor,F
677,46-55,Tier 3,Aggressive,1.1104,3.3,Distributor,F
678,18-25,Tier 1,Aggressive,0.2817,2.7,Direct,M
679,46-55,Tier 2,Conservative,0.3783,4.3,Online,None
680,55+,Tier 2,Conservative,0.194,10.7,Bank,M
681,36-45,Tier 1,Moderate,0.9943,2.9,Bank,M
682,18-25,Tier 2,Aggressive,0.0641,7.6,Direct,M
683,46-55,Tier 1,Aggressive,0.3538,0.3,Online,M
684,18-25,Tier 3,Moderate,0.0919,1.6,Online,M
685,46-55,Tier 2,Aggressive,0.3308,1.4,Online,M
686,26-35,Tier 2,Conservative,0.0083,0.9,Bank,M
687,26-35,Tier 1,Conservative,0.6802,18.0,Online,M
688,36-45,Tier 1,Conservative,0.4509,0.9,Direct,M
689,46-55,Tier 1,Moderate,0.184,0.1,Online,F
690,55+,Tier 1,Conservative,0.1621,6.1,Distributor,F
691,46-55,Tier 2,Moderate,0.0882,6.7,Distributor,F
692,26-35,Tier 1,Moderate,0.6949,0.3,Direct,M
693,36-45,Tier 2,Conservative,1.4231,1.1,Bank,M
694,18-25,Tier 1,Conservative,0.6905,1.8,Direct,F
695,36-45,Tier 1,Moderate,0.066,0.3,Online,M
696,26-35,Tier 1,Aggressive,0.5925,3.6,Online,F
697,36-45,Tier 1,Moderate,0.0814,1.1,Distributor,M
698,18-25,Tier 2,Aggressive,0.0649,1.7,Distributor,M
699,55+,Tier 1,Moderate,0.1578,3.2,Bank,M
700,36-45,Tier 1,Moderate,0.2637,0.9,Online,M
701,26-35,Tier 1,Aggressive,0.2818,14.6,Direct,M
702,55+,Tier 3,Conservative,0.1419,1.0,Bank,M
703,26-35,Tier 1,Aggressive,0.4625,1.6,Bank,M
704,46-55,Tier 1,Moderate,0.4199,0.0,Bank,F
705,26-35,Tier 2,Moderate,0.5415,7.0,Bank,M
706,46-55,Tier 1,Conservative,0.0522,2.4,Direct,M
707,46-55,Tier 3,Aggressive,0.4802,6.5,Direct,M
708,18-25,Tier 3,Moderate,0.1266,2.7,Direct,M
709,18-25,Tier 2,Moderate,0.0624,3.1,Direct,F
710,26-35,Tier 1,Aggressive,0.0097,0.0,Distributor,M
711,18-25,Tier 1,Moderate,0.2886,1.7,Online,F
712,36-45,Tier 2,Conservative,0.4891,0.5,Direct,None
713,46-55,Tier 3,Moderate,0.2158,19.6,Distributor,F
714,36-45,Tier 3,Aggressive,0.3665,0.5,Distributor,F
715,26-35,Tier 1,Moderate,0.0385,5.0,Direct,F
716,26-35,Tier 2,Moderate,0.065,0.3,Distributor,M
717,26-35,Tier 2,Conservative,2.9239,9.8,Distributor,M
718,18-25,Tier 1,Aggressive,0.0849,3.5,Direct,F
719,36-45,Tier 3,Moderate,0.0186,0.7,Distributor,M
720,18-25,Tier 1,Aggressive,0.3792,6.0,Online,M
721,26-35,Tier 1,Aggressive,0.3281,5.6,Distributor,F
722,18-25,Tier 1,Conservative,0.885,1.6,Bank,M
723,18-25,Tier 3,Aggressive,0.2332,0.0,Bank,M
724,26-35,Tier 1,Aggressive,0.7447,0.5,Online,M
725,46-55,Tier 3,Moderate,0.7558,2.3,Online,M
726,36-45,Tier 3,Conservative,0.3079,0.7,Online,F
727,55+,Tier 1,Aggressive,2.7456,3.5,Online,M
728,55+,Tier 1,Aggressive,0.4212,1.9,Bank,M
729,18-25,Tier 1,Moderate,0.2482,1.8,Online,M
730,46-55,Tier 1,Aggressive,0.3788,0.1,Bank,M
731,26-35,Tier 2,Aggressive,0.0483,1.8,Online,M
732,46-55,Tier 1,Aggressive,0.8007,1.7,Online,M
733,36-45,Tier 1,Conservative,0.1217,7.7,Bank,M
734,26-35,Tier 1,Moderate,0.7104,1.9,Bank,M
735,18-25,Tier 3,Aggressive,0.1455,1.4,Bank,M
736,26-35,Tier 2,Moderate,0.4654,1.6,Bank,F
737,26-35,Tier 2,Conservative,0.7091,5.3,Online,F
738,36-45,Tier 2,Conservative,0.4493,0.1,Bank,F
739,46-55,Tier 2,Aggressive,0.293,9.7,Online,F
740,36-45,Tier 3,Conservative,0.4145,1.8,Distributor,F
741,36-45,Tier 1,Conservative,0.8223,7.0,Online,M
742,55+,Tier 2,Moderate,0.6557,1.0,Distributor,F
743,46-55,Tier 3,Conservative,0.3295,2.3,Bank,M
744,46-55,Tier 2,Aggressive,0.2567,0.1,Distributor,M
745,55+,Tier 3,Moderate,0.296,0.4,Online,M
746,36-45,Tier 2,Moderate,0.2292,2.9,Bank,M
747,46-55,Tier 1,Moderate,0.6754,0.1,Online,M
748,46-55,Tier 1,Moderate,0.0226,2.3,Distributor,M
749,26-35,Tier 2,Conservative,0.201,2.3,Online,M
750,18-25,Tier 3,Conservative,0.2274,2.7,Online,M
751,36-45,Tier 2,Moderate,0.3143,3.0,Direct,M
752,26-35,Tier 1,Aggressive,0.8919,6.6,Bank,M
753,46-55,Tier 1,Aggressive,0.1924,1.2,Bank,M
754,55+,Tier 1,Aggressive,0.2662,1.6,Distributor,M
755,36-45,Tier 1,Moderate,0.7824,1.3,Direct,M
756,46-55,Tier 1,Conservative,0.7453,1.2,Online,F
757,55+,Tier 1,Moderate,0.218,0.8,Distributor,M
758,55+,Tier 3,Aggressive,0.4615,13.5,Online,F
759,26-35,Tier 1,Moderate,0.0651,2.3,Online,F
760,26-35,Tier 3,Moderate,0.3221,5.2,Online,M
761,46-55,Tier 3,Aggressive,0.3297,2.2,Online,F
762,26-35,Tier 1,Moderate,0.4413,1.2,Direct,F
763,18-25,Tier 1,Aggressive,0.395,2.2,Bank,M
764,46-55,Tier 2,Aggressive,0.2534,4.0,Online,M
765,26-35,Tier 2,Aggressive,0.5971,5.4,Direct,F
766,36-45,Tier 3,Aggressive,0.6615,1.1,Bank,M
767,26-35,Tier 1,Aggressive,0.8942,2.0,Online,M
768,36-45,Tier 2,Moderate,0.607,2.7,Distributor,F
769,18-25,Tier 2,Aggressive,1.1673,10.1,Bank,M
770,46-55,Tier 3,Aggressive,0.4324,0.7,Bank,M
771,36-45,Tier 1,Moderate,0.7617,1.0,Online,F
772,26-35,Tier 1,Moderate,0.447,1.3,Online,F
773,46-55,Tier 1,Conservative,0.9762,2.2,Bank,F
774,46-55,Tier 1,Aggressive,0.2012,5.0,Online,M
775,18-25,Tier 2,Conservative,0.5411,3.7,Bank,M
776,36-45,Tier 2,Aggressive,1.0836,0.1,Online,M
777,18-25,Tier 1,Moderate,0.2133,1.1,Direct,M
778,46-55,Tier 1,Conservative,0.8727,4.2,Direct,M
779,18-25,Tier 2,Moderate,0.2579,2.6,Distributor,F
780,55+,Tier 1,Conservative,0.2171,17.5,Distributor,F
781,18-25,Tier 1,Aggressive,0.0232,9.5,Distributor,F
782,18-25,Tier 1,Conservative,0.1079,1.7,Distributor,M
783,46-55,Tier 3,Conservative,0.1616,3.9,Direct,F
784,26-35,Tier 1,Moderate,0.8713,0.8,Online,M
785,18-25,Tier 1,Conservative,0.1409,0.0,Online,M
786,55+,Tier 1,Aggressive,0.5951,3.8,Online,F
787,36-45,Tier 2,Aggressive,0.0354,3.2,Bank,M
788,36-45,Tier 2,Moderate,0.2076,0.5,Online,M
789,26-35,Tier 2,Conservative,0.0312,2.0,Direct,M
790,55+,Tier 1,Moderate,0.2478,1.9,Distributor,M
791,36-45,Tier 2,Aggressive,0.1172,9.9,Distributor,M
792,55+,Tier 1,Moderate,0.4509,12.0,Bank,M
793,46-55,Tier 1,Moderate,0.1273,1.1,Online,M
794,55+,Tier 3,Conservative,1.9365,2.7,Distributor,M
795,26-35,Tier 3,Moderate,0.2772,1.0,Direct,M
796,46-55,Tier 3,Conservative,0.014,1.9,Online,F
797,26-35,Tier 3,Moderate,0.7236,2.7,Direct,F
798,55+,Tier 2,Moderate,0.0484,0.1,Bank,M
799,18-25,Tier 2,Aggressive,1.3026,2.0,Online,M
800,55+,Tier 2,Aggressive,0.9149,3.9,Online,M
801,26-35,Tier 2,Moderate,0.6581,2.4,Online,M
802,55+,Tier 1,Conservative,0.1769,6.1,Direct,M
803,26-35,Tier 2,Conservative,0.049,1.5,Bank,M
804,55+,Tier 2,Aggressive,0.0286,7.8,Online,F
805,55+,Tier 3,Moderate,0.1219,3.4,Online,M
806,36-45,Tier 1,Conservative,0.0091,4.0,Online,F
807,46-55,Tier 1,Aggressive,0.8555,2.0,Distributor,F
808,46-55,Tier 1,Moderate,0.2168,0.6,Direct,M
809,26-35,Tier 1,Aggressive,0.8115,1.1,Direct,F
810,26-35,Tier 2,Conservative,0.4386,1.3,Distributor,M
811,46-55,Tier 2,Moderate,0.568,0.3,Direct,F
812,18-25,Tier 1,Conservative,0.8894,11.7,Direct,M
813,26-35,Tier 1,Conservative,0.3761,5.3,Direct,F
814,18-25,Tier 1,Aggressive,0.2041,2.8,Online,F
815,46-55,Tier 1,Conservative,0.7092,2.4,Online,F
816,55+,Tier 1,Aggressive,0.0409,7.9,Bank,M
817,26-35,Tier 1,Aggressive,0.0395,0.7,Bank,M
818,46-55,Tier 2,Aggressive,0.0051,0.7,Bank,F
819,46-55,Tier 3,Conservative,1.0964,3.9,Distributor,M
820,46-55,Tier 2,Aggressive,0.3505,1.4,Online,M
821,55+,Tier 2,Aggressive,0.4781,2.9,Bank,M
822,55+,Tier 1,Conservative,0.4683,0.5,Online,M
823,55+,Tier 2,Moderate,0.7801,2.4,Online,F
824,55+,Tier 1,Aggressive,0.1619,1.3,Distributor,M
825,26-35,Tier 3,Aggressive,0.3572,1.6,Online,F
826,36-45,Tier 1,Conservative,0.7073,4.1,Direct,F
827,26-35,Tier 1,Aggressive,0.3874,1.0,Direct,F
828,36-45,Tier 1,Conservative,0.4608,2.4,Distributor,M
829,46-55,Tier 2,Moderate,0.0437,2.1,Bank,M
830,36-45,Tier 1,Aggressive,0.8586,10.2,Online,M
831,55+,Tier 1,Moderate,0.8896,0.4,Online,M
832,18-25,Tier 1,Aggressive,0.2032,1.5,Bank,M
833,18-25,Tier 1,Conservative,0.165,7.0,Bank,M
834,55+,Tier 2,Aggressive,1.1626,0.3,Distributor,F
835,26-35,Tier 1,Aggressive,0.5462,5.0,Bank,M
836,26-35,Tier 3,Conservative,0.1578,15.7,Bank,F
837,46-55,Tier 1,Aggressive,0.4587,0.1,Direct,M
838,36-45,Tier 1,Conservative,0.6208,4.9,Online,F
839,46-55,Tier 2,Aggressive,0.2491,2.8,Direct,M
840,18-25,Tier 2,Moderate,0.1546,0.3,Online,M
841,36-45,Tier 2,Aggressive,0.2345,0.3,Online,M
842,18-25,Tier 1,Moderate,0.2146,0.1,Bank,M
843,46-55,Tier 1,Moderate,0.1492,3.7,Direct,M
844,46-55,Tier 1,Aggressive,0.3132,0.6,Bank,F
845,36-45,Tier 3,Conservative,0.0691,0.4,Distributor,M
846,36-45,Tier 1,Conservative,0.1233,0.9,Bank,M
847,18-25,Tier 1,Conservative,0.0387,4.4,Bank,M
848,26-35,Tier 1,Aggressive,0.066,3.9,Direct,F
849,55+,Tier 1,Moderate,0.0667,5.0,Bank,M
850,55+,Tier 2,Moderate,0.1081,0.6,Bank,M
851,46-55,Tier 3,Moderate,0.1244,1.8,Distributor,F
852,55+,Tier 3,Aggressive,0.165,9.3,Online,M
853,55+,Tier 1,Moderate,0.0841,6.4,Direct,F
854,55+,Tier 2,Moderate,0.2324,0.6,Bank,F
855,55+,Tier 3,Conservative,0.0602,1.6,Online,M
856,18-25,Tier 1,Conservative,0.2301,8.8,Direct,F
857,55+,Tier 2,Aggressive,0.3193,0.5,Online,F
858,18-25,Tier 1,Conservative,0.588,5.8,Bank,M
859,55+,Tier 2,Aggressive,1.0821,1.5,Bank,F
860,46-55,Tier 1,Moderate,0.0384,2.2,Direct,M
861,55+,Tier 3,Moderate,0.3191,2.7,Direct,M
862,46-55,Tier 2,Aggressive,0.094,9.0,Bank,M
863,55+,Tier 2,Moderate,2.489,0.5,Direct,F
864,26-35,Tier 1,Moderate,0.1234,1.5,Distributor,M
865,46-55,Tier 3,Conservative,0.613,1.7,Online,M
866,26-35,Tier 3,Conservative,0.8832,2.2,Direct,M
867,46-55,Tier 1,Conservative,0.0383,0.0,Distributor,M
868,18-25,Tier 1,Conservative,0.0085,2.5,Bank,F
869,18-25,Tier 1,Aggressive,1.9883,4.0,Bank,M
870,18-25,Tier 1,Conservative,0.6755,6.0,Bank,F
871,18-25,Tier 2,Conservative,0.9199,1.9,Distributor,M
